kommunenummer,kommunenavn,adressetype,adressetilleggsnavn,adressetilleggsnavnKilde,adressekode,adressenavn,nummer,bokstav,gardsnummer,bruksnummer,festenummer,seksjonsnummer,undernummer,bruksenhetId,bruksenhetsnummerTekst,offisiellAdresseTekst,offisiellAdresseTekstUtenAdressetilleggsnavn,EPSG-kode,Nord,Øst,postnummer,poststed,grunnkretsnummer,grunnkretsnavn,soknenummer,soknenavn,organisasjonsnummer,tettstednummer,tettstednavn,valgkretsnummer,valgkretsnavn,oppdateringsdato,datauttaksdato,adresseId,uuidAdresse,uuidBruksenhet,atkomstId,uuidAtkomst,atkomstNord,atkomstØst,sommeratkomstId,uuidSommeratkomst,sommeratkomstNord,sommeratkomstØst,vinteratkomstId,uuidVinteratkomst,vinteratkomstNord,vinteratkomstØst,longitude,latitude
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,75,,179,34,,,,6274459442.0,H0101,Ersfjordvegen 75-H0101,Ersfjordvegen 75-H0101,25833,7735620.0,639934.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60762411,3c0d0d85-e9c9-57b3-a077-8d5082b3cec4,16f8fd02-9b36-541d-9d2d-445d7c7a8369,,,,,,,,,,,,,18.614436896535526,69.6915740529041
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,75,,179,34,,,,6274459443.0,U0101,Ersfjordvegen 75-U0101,Ersfjordvegen 75-U0101,25833,7735620.0,639934.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60762411,3c0d0d85-e9c9-57b3-a077-8d5082b3cec4,6f604229-30eb-5830-9893-989326c038d5,,,,,,,,,,,,,18.614436896535526,69.6915740529041
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,76,,179,298,,,,61098309.0,,Ersfjordvegen 76,Ersfjordvegen 76,25833,7735551.0,639931.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60762412,147a05be-2f96-5d8e-a52b-fb7c40eb3da8,7f1019c2-2ada-500d-990c-3271e69ddad2,,,,,,,,,,,,,18.614254287673912,69.69095811496497
5501,TROMSØ,vegadresse,,,81668,Dalvegen,45,,179,287,,,,516972002.0,,Dalvegen 45,Dalvegen 45,25833,7735388.3,639909.5,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,478822009,1a008514-32fe-5267-8f64-7f30567e9686,cacb978a-eb61-5782-8227-15881cf27b48,,,,,,,,,,,,,18.613452089416807,69.6895133969095
5501,TROMSØ,vegadresse,,,81668,Dalvegen,43,A,179,212,,,,450569665.0,,Dalvegen 43A,Dalvegen 43A,25833,7735343.0,639923.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60768691,73f17333-ed30-550f-8429-ac27deaec6aa,1d63efd1-ea61-52e3-a38f-88803e9e4a83,,,,,,,,,,,,,18.61373076357549,69.68910081984966
5501,TROMSØ,vegadresse,,,81668,Dalvegen,53,,179,140,,,,61098918.0,,Dalvegen 53,Dalvegen 53,25833,7735279.0,639912.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751296,5588899d-5f77-5569-95c4-7b74e8147012,43ddcb10-a60e-5516-97b5-466dc9f99051,,,,,,,,,,,,,18.613349734397147,69.68853386968595
5501,TROMSØ,vegadresse,,,81668,Dalvegen,49,,179,150,,,,526488226.0,H0201,Dalvegen 49-H0201,Dalvegen 49-H0201,25833,7735303.9,639916.7,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751294,8c4cd1e5-dbc7-55fb-94b0-7ff08eee42b8,3dce56e9-921e-544b-9815-e8c95dc191db,,,,,,,,,,,,,18.61350880411799,69.68875422605905
5501,TROMSØ,vegadresse,,,81668,Dalvegen,49,,179,150,,,,526488225.0,H0101,Dalvegen 49-H0101,Dalvegen 49-H0101,25833,7735303.9,639916.7,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751294,8c4cd1e5-dbc7-55fb-94b0-7ff08eee42b8,4b50822e-0303-51f3-a6e4-4ecfb838348d,,,,,,,,,,,,,18.61350880411799,69.68875422605905
5501,TROMSØ,vegadresse,,,81668,Dalvegen,43,B,179,305,,,,6454264907.0,H0101,Dalvegen 43B-H0101,Dalvegen 43B-H0101,25833,7735376.3,639928.4,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,6454266295,0d9d92ec-7495-520f-95c2-86a304be90d8,36a4d685-9fd0-59e2-8aa1-71e6303fe309,,,,,,,,,,,,,18.61392069341956,69.68939598220193
5501,TROMSØ,vegadresse,,,81668,Dalvegen,43,B,179,305,,,,6454264908.0,U0101,Dalvegen 43B-U0101,Dalvegen 43B-U0101,25833,7735376.3,639928.4,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,6454266295,0d9d92ec-7495-520f-95c2-86a304be90d8,0947e450-2b32-5401-b1d9-773172f81bf7,,,,,,,,,,,,,18.61392069341956,69.68939598220193
5501,TROMSØ,vegadresse,,,81668,Dalvegen,51,,179,151,,,,60804691.0,,Dalvegen 51,Dalvegen 51,25833,7735301.0,639942.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751295,f1ee7249-8833-5a7f-a2cc-d21c2cd182eb,d8a39e2f-f141-5bc0-bf4e-31e3a5f683f8,,,,,,,,,,,,,18.614156152368718,69.6887148606508
5501,TROMSØ,vegadresse,,,81668,Dalvegen,44,,179,153,,,,60800858.0,,Dalvegen 44,Dalvegen 44,25833,7735259.0,639947.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751292,3163ec46-a2da-5ee1-95af-da7adb678b6e,f3c1c99b-4acb-5f16-b2ed-fca6a06123ab,,,,,,,,,,,,,18.614220867824812,69.68833632286757
5501,TROMSØ,vegadresse,,,81668,Dalvegen,42,,179,154,,,,60803436.0,,Dalvegen 42,Dalvegen 42,25833,7735278.0,639964.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751291,2ec0f844-91c9-5f77-804e-850553d0c5ba,17e8f5d2-efff-5b91-a85c-9113ccd1b55b,,,,,,,,,,,,,18.614687807431366,69.68849735390198
5501,TROMSØ,vegadresse,,,81668,Dalvegen,41,,179,138,,,,61098297.0,,Dalvegen 41,Dalvegen 41,25833,7735342.0,639951.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751290,7807b064-10ac-54c5-8a6f-f6b6efa1007f,d46dcacc-0593-5c11-8903-c14badd6a562,,,,,,,,,,,,,18.614450579514163,69.68907702652888
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,84,,179,223,,,,61098302.0,,Ersfjordvegen 84,Ersfjordvegen 84,25833,7735459.0,639947.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60771374,5c2e60cf-a5a5-5ef4-b341-d6e43b5d24da,3cea4c92-a4d7-5000-a283-f24de3346f0b,,,,,,,,,,,,,18.614526095789078,69.69012626080108
5501,TROMSØ,vegadresse,,,81668,Dalvegen,29,,179,36,,1.0,,6369263525.0,,Dalvegen 29,Dalvegen 29,25833,7735416.2,639966.1,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,6369263521,931338fd-15a3-5a90-af99-2b9b2e338d27,edfbf2da-a331-5264-b5f2-7931a22e6d64,6446392795.0,a4e762f9-1be5-5c74-bec2-2748705f9f9d,7735400.8,640012.6,,,,,,,,,18.614952845352978,69.68973308692432
5501,TROMSØ,vegadresse,,,81669,Skamtindvegen,3,,179,197,,,,60909986.0,,Skamtindvegen 3,Skamtindvegen 3,25833,7735575.8,639962.8,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,05.03.2025 08:52:48.972641,03.07.2025 05:05:02,60764216,8011eafd-e4b3-53cf-9e1c-1fa637e9bec9,1e586787-df7e-5d11-bdae-ad4585ec4d23,,,,,,,,,,,,,18.615111456823023,69.69116320605622
5501,TROMSØ,vegadresse,,,81668,Dalvegen,27,,179,36,,2.0,,6369176442.0,,Dalvegen 27,Dalvegen 27,25833,7735433.7,639974.1,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,6369263520,3796fa5c-07ed-5392-805e-dc2393f860ba,fbd5f72d-bdc1-5600-857e-35fb8b83c3c1,6446392771.0,498599ca-f22e-590e-89b1-fd5c34e345bd,7735403.0,640014.2,,,,,,,,,18.61518566323371,69.68988546416013
5501,TROMSØ,vegadresse,,,81668,Dalvegen,40,,179,155,,,,60804655.0,,Dalvegen 40,Dalvegen 40,25833,7735292.0,639989.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751289,bb2c9116-aff8-5b65-835d-98915761ed82,bafb4398-d088-55c7-a3cf-08cd15ed8ea2,,,,,,,,,,,,,18.615353214831355,69.68860939287796
5501,TROMSØ,vegadresse,,,81668,Dalvegen,38,,179,292,,,,497096720.0,H0101,Dalvegen 38-H0101,Dalvegen 38-H0101,25833,7735321.7,639990.4,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,478822010,9b35a538-6e75-5265-9889-c0f56887459d,d04b5f1c-3f67-5853-9d64-756fad185808,,,,,,,,,,,,,18.615434619231095,69.68887445592988
5501,TROMSØ,vegadresse,,,81668,Dalvegen,38,,179,292,,,,497096721.0,U0101,Dalvegen 38-U0101,Dalvegen 38-U0101,25833,7735321.7,639990.4,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,478822010,9b35a538-6e75-5265-9889-c0f56887459d,43a438e3-9948-508b-a9a7-6a913f253c22,,,,,,,,,,,,,18.615434619231095,69.68887445592988
5501,TROMSØ,vegadresse,,,81668,Dalvegen,36,,179,303,,,,6369276921.0,,Dalvegen 36,Dalvegen 36,25833,7735341.6,640014.4,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,6369263527,0e0ede6d-c052-55a8-a5c9-64b85c30342e,412ea94f-0cd3-5796-92dd-d3df7f00e2be,,,,,,,,,,,,,18.616083288714876,69.68903982552325
5501,TROMSØ,vegadresse,,,81668,Dalvegen,25,,179,53,,,,61098303.0,,Dalvegen 25,Dalvegen 25,25833,7735431.0,639999.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751285,02fcc651-f0ef-571e-a648-cb3df0726df4,c8bb16ae-f9b6-5a3e-958b-834972400cf7,,,,,,,,,,,,,18.615823042828474,69.68984809458172
5501,TROMSØ,vegadresse,,,81668,Dalvegen,17,,179,227,,,,60943276.0,H0101,Dalvegen 17-H0101,Dalvegen 17-H0101,25833,7735519.0,640002.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60772457,dfc389b1-77e3-5d23-a0b8-d3fcc75114e9,5e17d139-62e6-5e89-a0c9-8ca3cbaacba1,,,,,,,,,,,,,18.61603469879575,69.69063407462208
5501,TROMSØ,vegadresse,,,81668,Dalvegen,17,,179,227,,,,60943277.0,U0101,Dalvegen 17-U0101,Dalvegen 17-U0101,25833,7735519.0,640002.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60772457,dfc389b1-77e3-5d23-a0b8-d3fcc75114e9,ed508ec0-4506-5cbe-b21f-d3967b43ed3d,,,,,,,,,,,,,18.61603469879575,69.69063407462208
5501,TROMSØ,vegadresse,,,81668,Dalvegen,15,,179,189,,,,60870368.0,,Dalvegen 15,Dalvegen 15,25833,7735550.0,640006.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751278,355a6389-03af-596b-9753-3794f4aa8bb7,d8138d94-8fdd-5cf5-b8ea-1012f9275bf4,,,,,,,,,,,,,18.616185092527015,69.69090939269731
5501,TROMSØ,vegadresse,,,81669,Skamtindvegen,4,,179,198,,,,60909084.0,,Skamtindvegen 4,Skamtindvegen 4,25833,7735557.0,639986.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60764218,ea0c3537-4e06-5f64-bbc9-b5c8623508a7,c85319c4-1f90-550a-8652-45bdd1e6b4c4,,,,,,,,,,,,,18.615680492800813,69.69098264851851
5501,TROMSØ,vegadresse,,,81669,Skamtindvegen,1,,179,196,,,,60912982.0,,Skamtindvegen 1,Skamtindvegen 1,25833,7735594.0,639976.1,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,05.03.2025 08:53:06.748668,03.07.2025 05:05:02,60764215,682be5b6-9a55-562d-9ea0-61a0e1b5ba64,2a9cd539-3934-5480-8884-060f4f2a66ee,,,,,,,,,,,,,18.615481914362984,69.69131903703541
5501,TROMSØ,vegadresse,,,81668,Dalvegen,21,,179,89,,,,61098305.0,U0101,Dalvegen 21-U0101,Dalvegen 21-U0101,25833,7735470.0,639976.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751283,ca1f8940-6273-58a7-a047-6e467c27efdb,d1b5f94c-acc7-5a7f-878a-c80e20f82c44,6446392750.0,87fd4c53-adf4-515c-9ce7-037848e5ea4f,7735477.8,640027.7,,,,,,,,,18.615290028115293,69.69020932998336
5501,TROMSØ,vegadresse,,,81668,Dalvegen,21,,179,89,,,,61098304.0,H0101,Dalvegen 21-H0101,Dalvegen 21-H0101,25833,7735470.0,639976.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751283,ca1f8940-6273-58a7-a047-6e467c27efdb,891ebe6f-5b9b-50a1-8bc7-65fe3533b5ab,6446392750.0,87fd4c53-adf4-515c-9ce7-037848e5ea4f,7735477.8,640027.7,,,,,,,,,18.615290028115293,69.69020932998336
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,69,,179,193,,,,60911295.0,,Ersfjordvegen 69,Ersfjordvegen 69,25833,7735685.0,639971.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60764212,49abeae0-71f1-53de-9011-290399131748,b53bdea0-053d-5098-ad85-a3a8c08df9ee,,,,,,,,,,,,,18.615489450929193,69.69213616231136
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,57,,179,160,,,,61098889.0,,Ersfjordvegen 57,Ersfjordvegen 57,25833,7735740.0,639966.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60762433,d557e4b1-a6ef-54ff-80e9-fb6f6d18bb75,511d458f-5f37-5aa2-bfe8-37741a3c83a8,,,,,,,,,,,,,18.615444597298275,69.69263104618288
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,67,,179,147,,,,60944813.0,,Ersfjordvegen 67,Ersfjordvegen 67,25833,7735702.0,639983.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60762408,39f99eaa-3256-5586-bd9d-19e43e1d1bb1,ee8808c4-1cda-58f1-8764-85ce77b609a6,,,,,,,,,,,,,18.615824600118145,69.69228194233398
5501,TROMSØ,vegadresse,,,81668,Dalvegen,2,,179,119,,,,61098310.0,,Dalvegen 2,Dalvegen 2,25833,7735635.0,639999.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751271,1d8d9246-d248-5579-a7cd-f6224686c955,a4be3228-e44b-51b6-ad7a-85bde5562193,,,,,,,,,,,,,18.616134538973867,69.69167382772125
5501,TROMSØ,vegadresse,,,81668,Dalvegen,4,,179,117,,,,61098311.0,,Dalvegen 4,Dalvegen 4,25833,7735668.0,640013.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751272,1eb7069a-11a4-5b9c-b55a-c507272495e8,ede889ef-dc77-55b1-abcc-cc60578bb8b8,,,,,,,,,,,,,18.61654565239647,69.69196174019615
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,65,,179,4,,,,,,Ersfjordvegen 65,Ersfjordvegen 65,25833,7735722.0,640009.8,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,03.02.2025 08:13:43.200592,03.07.2025 05:05:02,6485774054,150cb03c-e0e9-57d7-957f-544d837ca36f,,,,,,,,,,,,,,18.616545675586377,69.69244671971458
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,63,,179,4,,,,61098890.0,H0101,Ersfjordvegen 63-H0101,Ersfjordvegen 63-H0101,25833,7735732.8,640013.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,03.02.2025 09:12:29.05415,03.07.2025 05:05:02,60762435,361d5ae2-729c-54ca-8792-da9c112ecc33,e732f85a-a88a-5b73-93e9-a39c179c88f7,,,,,,,,,,,,,18.61664462297903,69.69254167846462
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,63,,179,4,,,,61098942.0,U0101,Ersfjordvegen 63-U0101,Ersfjordvegen 63-U0101,25833,7735732.8,640013.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,03.02.2025 09:12:29.05415,03.07.2025 05:05:02,60762435,361d5ae2-729c-54ca-8792-da9c112ecc33,464e05ae-e98b-5814-ac4c-a1fe7d8c1a1c,,,,,,,,,,,,,18.61664462297903,69.69254167846462
5501,TROMSØ,vegadresse,,,82103,Ersfjordvegen,61,,179,4,,,,,,Ersfjordvegen 61,Ersfjordvegen 61,25833,7735741.8,640016.5,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,03.02.2025 08:11:33.441226,03.07.2025 05:05:02,6485773992,b1a9e912-29eb-5c8f-b7ef-40a0bb8eec0e,,,,,,,,,,,,,,18.616748551843614,69.69262036860353
5501,TROMSØ,vegadresse,,,81668,Dalvegen,6,,179,118,,,,60863536.0,,Dalvegen 6,Dalvegen 6,25833,7735629.0,640022.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751273,d5426a9b-3eb7-56ac-b1d2-215db2fd10df,abd5aca8-b601-56eb-b23e-51d25a299823,,,,,,,,,,,,,18.6167179763721,69.69160792867261
5501,TROMSØ,vegadresse,,,81668,Dalvegen,26,,179,37,,,,61098891.0,,Dalvegen 26,Dalvegen 26,25833,7735461.0,640039.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751286,cf3d5da0-3f72-598d-8352-d736722bbd5d,b2a0b7c6-2078-52f4-9fa7-faf034ced224,,,,,,,,,,,,,18.61689938276713,69.690095366054
5501,TROMSØ,vegadresse,,,81668,Dalvegen,13,,179,190,,,,6487198224.0,,Dalvegen 13,Dalvegen 13,25833,7735577.3,640024.5,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,05.03.2025 08:35:32.096047,03.07.2025 05:05:02,60759782,1bbc9643-16e6-5697-b739-2fe66c34edef,03ca5cd0-236e-5e2d-8cb0-7ce38af5f558,,,,,,,,,,,,,18.616703427202836,69.6911439047207
5501,TROMSØ,vegadresse,,,81669,Skamtindvegen,2,,179,199,,2.0,,60958461.0,U0101,Skamtindvegen 2-U0101,Skamtindvegen 2-U0101,25833,7735586.0,640006.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60764217,3657e7ea-1fa4-5eac-bd5f-836d4ed5a206,e41ed02e-0c25-5820-aa64-01d485bdfb2d,,,,,,,,,,,,,18.616240066896065,69.69123158080386
5501,TROMSØ,vegadresse,,,81669,Skamtindvegen,2,,179,199,,1.0,,60958460.0,H0101,Skamtindvegen 2-H0101,Skamtindvegen 2-H0101,25833,7735586.0,640006.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60764217,3657e7ea-1fa4-5eac-bd5f-836d4ed5a206,9d762018-fb61-5445-ad4b-9fa9653e89f5,,,,,,,,,,,,,18.616240066896065,69.69123158080386
5501,TROMSØ,vegadresse,,,81668,Dalvegen,19,,179,90,,,,61098307.0,U0101,Dalvegen 19-U0101,Dalvegen 19-U0101,25833,7735488.1,640012.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751281,f9fbb2b1-c4be-51c9-93f3-38a12177653a,b183774f-d332-59b7-9783-7c0ac91604ba,,,,,,,,,,,,,18.61624515345667,69.69035222544517
5501,TROMSØ,vegadresse,,,81668,Dalvegen,19,,179,90,,,,61098306.0,H0101,Dalvegen 19-H0101,Dalvegen 19-H0101,25833,7735488.1,640012.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751281,f9fbb2b1-c4be-51c9-93f3-38a12177653a,12420c3b-215b-5952-8112-23c55747e809,,,,,,,,,,,,,18.61624515345667,69.69035222544517
5501,TROMSØ,vegadresse,,,81668,Dalvegen,34,,179,302,,,,6271858927.0,,Dalvegen 34,Dalvegen 34,25833,7735377.7,640026.3,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,6271858918,e05b785b-b303-5c19-97cd-802d041e33bc,6df7787f-a392-54f0-8ee2-d3ab172c64e4,,,,,,,,,,,,,18.616444982217086,69.68935659631263
5501,TROMSØ,vegadresse,,,81668,Dalvegen,24,,179,295,,,,567196003.0,U0101,Dalvegen 24-U0101,Dalvegen 24-U0101,25833,7735486.9,640049.8,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,567188584,35b0c73a-559a-540e-a9da-c89147ca2aa8,8a3a841c-35b2-54c9-9be8-6d6e098fcd94,,,,,,,,,,,,,18.617217186841316,69.69032143216882
5501,TROMSØ,vegadresse,,,81668,Dalvegen,24,,179,295,,,,567196002.0,H0101,Dalvegen 24-H0101,Dalvegen 24-H0101,25833,7735486.9,640049.8,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,567188584,35b0c73a-559a-540e-a9da-c89147ca2aa8,5984179f-bf50-5253-ab9f-f9a056e8b917,,,,,,,,,,,,,18.617217186841316,69.69032143216882
5501,TROMSØ,vegadresse,,,81668,Dalvegen,22,,179,168,,,,60823948.0,,Dalvegen 22,Dalvegen 22,25833,7735516.0,640052.5,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751284,721db6f0-8adc-526e-868e-466c3d46ac9d,5ef80d18-221d-57bb-adb6-9b499ebe12ed,,,,,,,,,,,,,18.61733119820231,69.69058043464702
5501,TROMSØ,vegadresse,,,81668,Dalvegen,20,,179,157,,,,60803404.0,,Dalvegen 20,Dalvegen 20,25833,7735532.0,640061.0,9107,KVALØYA,55014301,Ersfjordbotn,11010601,Kvaløy,977001145,8017.0,Ersfjordbotn,9,Kaldfjord,01.01.2024 00:00:00,03.07.2025 05:05:02,60751282,0dc26e74-de5d-5a87-bf63-fb3c97035c82,5041a69a-7d5f-5ee2-a784-3a5f53f1b5fb,,,,,,,,,,,,,18.617574633172296,69.6907191188394
